150001115,49.59,ATTA NOODLES CHATPATA-60 GM (96 PC) - T,आटा नूडल्स चटपटा 60 ग्राम (96 नग),ATTA NOODLES CHATPATA-60 GM (96 PC) - T,04-05-2025,1,0,11-09-2024,07-08-2024,96,1,8.61,ktm,8.61,BISCUIT & CONFFECTIONARY,05-10-2024,pal ak,,Carton,100060,,6,TI2986AAA2425,5,0,8.61,0,0,Main Warehouse,6,0,CH070824,Open,BISCUIT & CONFFECTIONARY,0,PI26AAA2425,PATANJALI STORE,,49.59,0,925.75,05AAECK5765H1ZE,-10298287.24,12,0,pal ak,19022090,,0,826.56,NOODLES,96,12,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0.55,6.25
180009223,58.84,DIGESTIVE BISCUIT 100 GM,डाइजेस्टिव बिस्किट 100 ग्राम,DIGESTIVE BISCUIT 100 GM,19-02-2025,1,0,11-09-2024,23-08-2024,48,1,13.62,ktm,13.62,BISCUIT & CONFFECTIONARY,05-10-2024,pal ak,,Carton,100060,,9,TI2986AAA2425,5,0,13.62,0,0,Main Warehouse,9,0,HR24/AV9,Open,BISCUIT & CONFFECTIONARY,0,PI26AAA2425,PATANJALI STORE,,58.84,0,771.44,05AAECK5765H1ZE,-10298287.24,18,0,pal ak,19053100,,0,653.76,BISCUITS,48,20,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0.83,6
180003018,388.29,MUSTARD OIL 1 L (P)-T,सरसों का तेल 1 लीटर,MUSTARD OIL 1 L (P)-T,24-08-2025,10,0,11-09-2024,29-08-2024,12,10,129.43,ktm,129.43,FOOD,05-10-2024,pal ak,,Carton,100060,,2.5,TI2986AAA2425,5,0,129.43,0,0,Main Warehouse,2.5,0,O2B2400028,Open,PHYSICAL OIL & GHEE,0,PI26AAA2425,PATANJALI STORE,,388.29,0,16308.18,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,15149920,,0,15531.6,MUSTARD OIL,120,150,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002824,156.89,SPE. CHYWNPRSH 1 KG - FREE HONEY 100 GM,विशेष च्यवनप्राश 1 किग्रा + मुफ्त शहद 100 ग्राम,SPE. CHYWNPRSH 1 KG - FREE HONEY 100 GM,16-12-2026,1,461.45,11-09-2024,01-01-2024,12,1,256.36,ktm,256.36,FOOD,05-10-2024,pal ak,,Carton,100060,,6,TI2986AAA2425,5,0,256.36,0,0,Main Warehouse,6,0,ABKF240002,Open,RICE/PULSES/SPICES,0,PI26AAA2425,PATANJALI STORE,,156.89,0,2928.65,05AAECK5765H1ZE,-10298287.24,12,0,pal ak,30049011,,0,2614.87,CHYAWANPRASH,12,360,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180012091,0.02,PATANJALI HONEY 100 GM (OFFER PACK),पतंजलि शहद 100 ग्राम (ऑफर पैक),PATANJALI HONEY 100 GM (OFFER PACK),25-06-2025,0.25,12.43,11-09-2024,02-01-2024,48,12,1.09,ktm,0.05,FOOD,05-10-2024,pal ak,,PCS,100060,,2.5,TI2986AAA2425,5,95,1.09,0,0,Main Warehouse,2.5,0,ABKG240002,Open,JUICES & NATURAL BEVERAGES,0,PI26AAA2425,PATANJALI STORE,,0.02,0,0.69,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,4090000,,0,0.65,HONEY,12,1.14583,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002737,70.48,NAVRATNA ATTA 2 KG,नवरत्न आटा 2 किग्रा,NAVRATNA ATTA 2 KG,15-02-2025,1,0,11-09-2024,19-08-2024,20,1,140.95,ktm,140.95,FOOD,05-10-2024,pal ak,,Carton,100060,,2.5,TI2986AAA2425,5,0,140.95,0,0,Main Warehouse,2.5,0,AHV2400028,Open,FLOUR & SUGAR,0,PI26AAA2425,PATANJALI STORE,,70.48,0,2959.95,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,11010000,,0,2819,ATTA,20,165,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000835,303.67,HERBAL POWERVITA PLUS - 500 GM REFILL -T,हर्बल पावरवीटा प्लस 500 ग्राम रीफिल,HERBAL POWERVITA PLUS - 500 GM REFILL -T,15-04-2025,1,0,11-09-2024,19-07-2024,24,1,140.59,ktm,140.59,FOOD,05-10-2024,pal ak,,Carton,100060,,9,TI2986AAA2425,5,0,140.59,0,0,Main Warehouse,9,0,ASZ2400015,Open,JUICES & NATURAL BEVERAGES,0,PI26AAA2425,PATANJALI STORE,,303.67,0,3981.51,05AAECK5765H1ZE,-10298287.24,18,0,pal ak,19019090,,0,3374.16,POWERVITA,24,205,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180003033,64.12,FORTIFIED SOYABEAN OIL 1 LTR (P) - T,फोर्टिफाइड सोयाबीन तेल 1 लीटर,FORTIFIED SOYABEAN OIL 1 LTR (P) - T,07-05-2025,2,0,11-09-2024,10-08-2024,12,2,106.87,ktm,106.87,FOOD,05-10-2024,pal ak,,Carton,100060,,2.5,TI2986AAA2425,5,0,106.87,0,0,Main Warehouse,2.5,0,BR2B240030,Open,PHYSICAL OIL & GHEE,0,PI26AAA2425,PATANJALI STORE,,64.12,0,2693.12,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,15079010,,0,2564.88,SOYABEAN OIL,24,125,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002965,33.65,RICE BRAN OIL 1 LTR (P),चावल की भूसी का तेल 1 लीटर,RICE BRAN OIL 1 LTR (P),23-05-2025,1,0,11-09-2024,26-08-2024,12,1,112.18,ktm,112.18,FOOD,05-10-2024,pal ak,,Carton,100060,,2.5,TI2986AAA2425,5,0,112.18,0,0,Main Warehouse,2.5,0,ORE2400052,Open,PHYSICAL OIL & GHEE,0,PI26AAA2425,PATANJALI STORE,,33.65,0,1413.47,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,15159040,,0,1346.16,RICE BRAN OIL,12,130,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002928,51.83,MADHURAM 1 KG,मधुरम गुड़ पाउडर 1 किग्रा,MADHURAM 1 KG,09-08-2025,1,109.12,11-09-2024,09-08-2024,30,1,72.75,ktm,72.75,FOOD,05-10-2024,pal ak,,Carton,100060,,2.5,TI2986AAA2425,5,0,72.75,0,0,Main Warehouse,2.5,0,AHG2400184,Open,FLOUR & SUGAR,0,PI26AAA2425,PATANJALI STORE,,51.83,0,2177.05,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,17011410,,0,2073.38,MADHURAM,30,85,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180022362,36.73,TRADITIONAL WHOLE WHEAT ATTA 5 KG(UK),पारंपरिक गेहूं का आटा 5 किग्रा (यूके),TRADITIONAL WHOLE WHEAT ATTA 5 KG(UK),20-12-2024,1,0,11-09-2024,22-08-2024,8,1,183.66,ktm,183.66,FOOD,05-10-2024,pal ak,,Carton,100060,,2.5,TI2986AAA2425,5,0,183.66,0,0,Main Warehouse,2.5,0,PDBKQ24019,Open,FLOUR & SUGAR,0,PI26AAA2425,PATANJALI STORE,,36.73,0,1542.74,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,11010000,,0,1469.28,ATTA,8,215,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180022361,43.78,TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),पारंपरिक गेहूं का आटा 10 किग्रा (यूके),TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),21-12-2024,1,0,11-09-2024,23-08-2024,5,1,350.22,ktm,350.22,FOOD,05-10-2024,pal ak,,Carton,100060,,2.5,TI2986AAA2425,5,0,350.22,0,0,Main Warehouse,2.5,0,PDBKP24020,Open,FLOUR & SUGAR,0,PI26AAA2425,PATANJALI STORE,,43.78,0,1838.66,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,11010000,,0,1751.1,ATTA,5,410,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
3034,59.53,Avipattikar Churna 100 Gm,अविपत्तिकर चूर्ण 100 ग्राम,Avipattikar Churna 100 Gm,25-07-2026,0.5,0,11-09-2024,04-08-2024,100,50,47.62,ktm,47.62,PHARMACY,05-10-2024,pal ak,,PCS,100060,,2.5,TI2986AAA2425,5,0,47.62,0,0,Main Warehouse,2.5,0,BAVC240016,Non-Open,MEDICINES,0,PI26AAA2425,PATANJALI STORE,,59.53,0,2500.05,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,30049011,,0,2381,VATI & GUGGAL,50,60,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002967,53.07,GROUNDNUT OIL 1 LTR (P),मूंगफली का तेल 1 लीटर,GROUNDNUT OIL 1 LTR (P),26-05-2025,1,0,11-09-2024,29-08-2024,12,1,176.89,ktm,176.89,FOOD,05-10-2024,pal ak,,Carton,100060,,2.5,TI2986AAA2425,5,0,176.89,0,0,Main Warehouse,2.5,0,ORQ2400032,Open,PHYSICAL OIL & GHEE,0,PI26AAA2425,PATANJALI STORE,,53.07,0,2228.81,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,15089091,,0,2122.68,GROUNDNUT OIL,12,205,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150000790,68.3,SESAME OIL 1 L (B)-T,तिल का तेल 1 लीटर,SESAME OIL 1 L (B)-T,11-04-2025,1,143.8,11-09-2024,15-07-2024,12,1,239.66,ktm,239.66,FOOD,05-10-2024,pal ak,,Carton,100060,,2.5,TI2986AAA2425,5,0,239.66,0,0,Main Warehouse,2.5,0,JACQ240036,Open,PHYSICAL OIL & GHEE,0,PI26AAA2425,PATANJALI STORE,,68.3,0,2868.73,05AAECK5765H1ZE,-10298287.24,5,0,pal ak,15155091,,0,2732.12,SESAME OIL,12,295,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002813,70.5,BADAM PAK 500 G,बादाम पाक 500 ग्राम,BADAM PAK 500 G,28-07-2026,0.5,0,11-09-2024,07-08-2024,12,6,195.83,ktm,195.83,FOOD,05-10-2024,divya ak,,PCS,100060,,6,TI2987AAA2425,5,0,195.83,0,0,Main Warehouse,6,0,ACY2400008,Open,JUICES & NATURAL BEVERAGES,0,PI27AAA2425,PATANJALI STORE,,70.5,0,1315.98,05AAECK5765H1ZE,-10298287.24,12,0,divya ak,30049011,,0,1174.98,BADAM PAK,6,275,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81096,196.87,DIVYA MUKTA VATI EXTRA POWER 30X4 TAB,दिव्य मुक्तावटी एक्स्ट्रा पावर 30×4 टैबलेट,DIVYA MUKTA VATI EXTRA POWER 30X4 TAB,06-06-2029,0.13,0,11-09-2024,02-07-2024,160,20,164.06,ktm,167.41,FOOD,05-10-2024,divya ak,,PCS,100060,,6,TI2987AAA2425,5,0,164.06,0,0,Main Warehouse,6,0,AMUE240096,Open,JUICES & NATURAL BEVERAGES,0,PI27AAA2425,PATANJALI STORE,,196.87,0,3674.94,05AAECK5765H1ZE,-10298287.24,12,0,divya ak,30049011,,0,3281.2,MEDICINE,20,225,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81093,196.87,DIVYA MADHUNASHNI VATI EX.POWER 30X4 TAB,दिव्य मधुनाशिनी वटी एक्स्ट्रा पावर 30×4 टैबलेट,DIVYA MADHUNASHNI VATI EX.POWER 30X4 TAB,17-06-2027,0.13,0,11-09-2024,02-07-2024,160,20,164.06,ktm,167.41,FOOD,05-10-2024,divya ak,,PCS,100060,,6,TI2987AAA2425,5,0,164.06,0,0,Main Warehouse,6,0,BMNE240186,Open,JUICES & NATURAL BEVERAGES,0,PI27AAA2425,PATANJALI STORE,,196.87,0,3674.94,05AAECK5765H1ZE,-10298287.24,12,0,divya ak,30049011,,0,3281.2,MEDICINE,20,225,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
82060,42.48,K.K. COLOR DARK BROWN (CREAM & DEV)-T,के.के. कलर गाढ़ा भूरा (क्रीम एवं डेवलपर),K.K. COLOR DARK BROWN (CREAM & DEV)-T,26-06-2025,0.33,0,11-09-2024,01-07-2024,60,20,23.6,ktm,23.6,NON FOOD,05-10-2024,divya ak,,PCS,100060,,9,TI2987AAA2425,5,0,23.6,0,0,Main Warehouse,9,0,ACDD240028,Open,NATURAL PERSONAL CARE,0,PI27AAA2425,PATANJALI STORE,,42.48,0,556.96,05AAECK5765H1ZE,-10298287.24,18,0,divya ak,33059090,,0,472,HERBAL MEHANDI & COLOUR,20,35,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180008902,76.27,NUT SPT ORG OMEGA 3679,"न्यूट्रेला नट्रिशन सप्लीमेंट ओमेगा 3, 6, 7, 9 युक्त",NUT SPT ORG OMEGA 3679,01-07-2026,0.1,0,11-09-2024,01-07-2024,30,3,282.49,ktm,353.11,Nutraceuticals,05-10-2024,divya ak,,PCS,100060,,9,TI2987AAA2425,5,0,282.49,0,0,Main Warehouse,9,0,ABUU240002,Open,General Nutrition ,0,PI27AAA2425,PATANJALI STORE,,76.27,0,1000.01,05AAECK5765H1ZE,-10298287.24,18,0,divya ak,21069099,,0,847.47,Patanjali Nutrela ,3,550,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81529,32.24,DIVYA SHUNTHI CHURAN (B.P.N) -100GM,दिव्य शुंठी चूर्ण (बी.पी.एन) 100 ग्राम,DIVYA SHUNTHI CHURAN (B.P.N) -100GM,10-05-2026,0.25,0,11-09-2024,20-05-2024,100,25,51.59,ktm,51.59,PHARMACY,05-10-2024,divya ak,,PCS,100060,,2.5,TI2987AAA2425,5,0,51.59,0,0,Main Warehouse,2.5,0,BSUC240009,Non-Open,MEDICINES,0,PI27AAA2425,PATANJALI STORE,,32.24,0,1354.24,05AAECK5765H1ZE,-10298287.24,5,0,divya ak,30049011,,0,1289.75,Churna,25,65,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180005257,12.81,RAISINS 250 GM (MONO),किशमिश 250 ग्राम,RAISINS 250 GM (MONO),23-02-2025,0.3,0,11-09-2024,27-08-2024,20,6,85.42,ktm,85.42,FOOD,05-10-2024,divya ak,,PCS,100060,,2.5,TI2987AAA2425,5,0,85.42,0,0,Main Warehouse,2.5,0,AARV240025,Open,FLOUR & SUGAR,0,PI27AAA2425,PATANJALI STORE,,12.81,0,538.15,05AAECK5765H1ZE,-10298287.24,5,0,divya ak,8062090,,0,512.52,DRY FRUITS,6,100,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150001490,1.63,GOLD TEA - 10 GM (RS.5) (MT) - T,गोल्ड टी 10 ग्राम (₹5),GOLD TEA - 10 GM (RS.5) (MT) - T,18-01-2025,0.01,0,11-09-2024,19-01-2024,1200,16,4.07,ktm,4.07,BISCUIT & CONFFECTIONARY,05-10-2024,divya ak,,PCS,100060,,2.5,TI2987AAA2425,5,0,4.07,0,0,Main Warehouse,2.5,0,BBNN240001,Open,BISCUIT & CONFFECTIONARY,0,PI27AAA2425,PATANJALI STORE,,1.63,0,68.38,05AAECK5765H1ZE,-10298287.24,5,0,divya ak,9024090,,0,65.12,TEA,16,5,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0.16,4
74278,70.01,EYEGRIT EYE DROP 10 ML,आईग्रिट आई ड्रॉप 10 मि.ली.,EYEGRIT EYE DROP 10 ML,08-08-2026,0.25,0,11-09-2024,08-08-2024,160,40,29.17,ktm,29.77,PHARMACY,05-10-2024,divya ak,,PCS,100060,,6,TI2987AAA2425,5,0,29.17,0,0,Main Warehouse,6,0,ABQR240014,Open,MEDICINES,0,PI27AAA2425,PATANJALI STORE,,70.01,0,1306.82,05AAECK5765H1ZE,-10298287.24,12,0,divya ak,30049011,,0,1166.8,EYE DROP,40,40,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180005256,11.75,CASHEW (KAJU) 250 GM (MONO),काजू 250 ग्राम,CASHEW (KAJU) 250 GM (MONO),13-01-2025,0.1,0,11-09-2024,17-07-2024,20,2,234.91,ktm,234.91,FOOD,05-10-2024,divya ak,,PCS,100060,,2.5,TI2987AAA2425,5,0,234.91,0,0,Main Warehouse,2.5,0,AARW240015,Open,FLOUR & SUGAR,0,PI27AAA2425,PATANJALI STORE,,11.75,0,493.31,05AAECK5765H1ZE,-10298287.24,5,0,divya ak,8013220,,0,469.82,DRY FRUITS,2,275,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180005272,45.29,ALMOND (BADAM) 250 GM (MONO),बादाम 250 ग्राम,ALMOND (BADAM) 250 GM (MONO),17-02-2025,0.15,0,11-09-2024,21-08-2024,20,3,251.59,ktm,251.59,FOOD,05-10-2024,divya ak,,PCS,100060,,6,TI2987AAA2425,5,0,251.59,0,0,Main Warehouse,6,0,AART240025,Open,FLOUR & SUGAR,0,PI27AAA2425,PATANJALI STORE,,45.29,0,845.34,05AAECK5765H1ZE,-10298287.24,12,0,divya ak,8021100,,0,754.77,DRY FRUITS,3,315,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002812,37.17,BADAM PAK 250 G,बादाम पाक 250 ग्राम,BADAM PAK 250 G,24-06-2026,0.25,0,11-09-2024,04-07-2024,24,6,103.26,ktm,103.26,FOOD,05-10-2024,divya ak,,PCS,100060,,6,TI2987AAA2425,5,0,103.26,0,0,Main Warehouse,6,0,ACX2400005,Open,JUICES & NATURAL BEVERAGES,0,PI27AAA2425,PATANJALI STORE,,37.17,0,693.91,05AAECK5765H1ZE,-10298287.24,12,0,divya ak,30049011,,0,619.56,BADAM PAK,6,145,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002937,153.76,MAKHANA 250 GM,मखाना 250 ग्राम,MAKHANA 250 GM,04-07-2025,1,0,26-09-2024,07-09-2024,16,1,384.4,ktm,384.4,FOOD,05-10-2024,PAL AK,PO30AAA2425,Carton,100060,,2.5,TI3275AAA2425,5,0,384.4,0,0,Main Warehouse,2.5,0,AALI240062,Open,FLOUR & SUGAR,0,PI28AAA2425,PATANJALI STORE,,153.76,0,6457.92,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,8029000,,0,6150.4,DRY FRUITS,16,450,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180005515,64.98,DOODH BISCUIT 35 GM (200 PC),दूध बिस्किट 35 ग्राम (200 नग),DOODH BISCUIT 35 GM (200 PC),10-03-2025,1,0,26-09-2024,11-09-2024,200,1,3.61,ktm,3.61,BISCUIT & CONFFECTIONARY,05-10-2024,PAL AK,PO30AAA2425,Carton,100060,,9,TI3275AAA2425,5,0,3.61,0,0,Main Warehouse,9,0,IF24/AV9,Open,BISCUIT & CONFFECTIONARY,0,PI28AAA2425,PATANJALI STORE,,64.98,0,851.96,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,19053100,,0,722,BISCUITS,200,5,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
82991,204.42,TOOTHBRUSH NORMAL HANGER (336 PC) - T,टूथब्रश नॉर्मल हैंगर 336 नग,TOOTHBRUSH NORMAL HANGER (336 PC) - T,28-06-2029,1,0,26-09-2024,29-06-2024,336,1,6.76,ktm,7.19,NON FOOD,05-10-2024,PAL AK,PO30AAA2425,Carton,100060,,9,TI3275AAA2425,5,0,6.76,0,0,Main Warehouse,9,0,290624NL,Non-Open,HOME CARE,0,PI28AAA2425,PATANJALI STORE,,204.42,0,2680.2,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,96032100,,0,2271.36,TOOTHBRUSH,336,10,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180003036,76.94,FORTIFIED SUNFLOWER OIL 1 LTR (P) - T,फोर्टिफाइड सूरजमुखी तेल 1 लीटर,FORTIFIED  SUNFLOWER OIL 1 LTR (P) - T,13-06-2025,2,0,26-09-2024,16-09-2024,12,2,128.24,ktm,128.24,FOOD,05-10-2024,PAL AK,PO30AAA2425,Carton,100060,,2.5,TI3275AAA2425,5,0,128.24,0,0,Main Warehouse,2.5,0,BR2A240042,Open,PHYSICAL OIL & GHEE,0,PI28AAA2425,PATANJALI STORE,,76.94,0,3231.65,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,15121910,,0,3077.76,SUNFLOWER OIL,24,150,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
150001119,99.19,ATTA NOODLES DESI MASALA 60 GM (96 PC)-T,आटा नूडल्स देसी मसाला 60 ग्राम (96 नग),ATTA NOODLES DESI MASALA 60 GM (96 PC)-T,07-06-2025,2,0,26-09-2024,10-09-2024,96,2,8.61,ktm,8.61,BISCUIT & CONFFECTIONARY,05-10-2024,PAL AK,PO30AAA2425,Carton,100060,,6,TI3275AAA2425,5,0,8.61,0,0,Main Warehouse,6,0,DM100924,Open,BISCUIT & CONFFECTIONARY,0,PI28AAA2425,PATANJALI STORE,,99.19,0,1851.49,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK,19022090,,0,1653.12,NOODLES,192,12,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0.55,6.25
3031,17.36,Amla Churna 100 Gm,आंवला चूर्ण 100 ग्राम,Amla Churna 100 Gm,05-08-2026,0.25,0,26-09-2024,15-08-2024,100,25,27.78,ktm,27.78,FOOD,05-10-2024,PAL AK,PO30AAA2425,PCS,100060,,2.5,TI3275AAA2425,5,0,27.78,0,0,Main Warehouse,2.5,0,BAMC240028,Open,JUICES & NATURAL BEVERAGES,0,PI28AAA2425,PATANJALI STORE,,17.36,0,729.23,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,30049011,,0,694.5,MEDICINE,25,35,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
81458,40.18,Divya Arshkalp Vati 40 Tab,दिव्य अर्शकल्प वटी 40 टैबलेट,Divya Arshkalp Vati 40 Tab,16-03-2027,0.05,0,26-09-2024,31-03-2024,400,20,33.48,ktm,33.48,FOOD,05-10-2024,PAL AK,PO30AAA2425,PCS,100060,,6,TI3275AAA2425,5,0,33.48,0,0,Main Warehouse,6,0,BAKV240031,Open,JUICES & NATURAL BEVERAGES,0,PI28AAA2425,PATANJALI STORE,,40.18,0,749.95,05AAECK5765H1ZE,-10298287.24,12,0,PAL AK,30049011,,0,669.6,MEDICINE,20,45,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180011880,0.01,AMLA CANDY 100G POUCH (FSSAI),आंवला कैंडी 100 ग्राम पाउच (एफएसएसएआई प्रमाणित),AMLA CANDY 100G POUCH (FSSAI),17-08-2025,0.5,761.47,26-09-2024,17-08-2024,40,20,38.1,ktm,0.03,FOOD,05-10-2024,PAL AK,PO30AAA2425,PCS,100060,,2.5,TI3275AAA2425,5,99.93,38.1,0,0,Main Warehouse,2.5,0,ABJW240069,Open,JUICES & NATURAL BEVERAGES,0,PI28AAA2425,PATANJALI STORE,,0.01,0,0.56,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,8112010,,0,0.53,MURRABBA & CANDY,20,40,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180010052,67.98,HONEY 500GM OFFER WITH AMLA CANDY 100 GM,शहद 500 ग्राम (आंवला कैंडी 100 ग्राम के साथ ऑफर),HONEY 500GM OFFER WITH AMLA CANDY 100 GM,08-02-2026,1,479.85,26-09-2024,17-08-2024,20,1,159.95,ktm,159.95,FOOD,05-10-2024,PAL AK,PO30AAA2425,Carton,100060,,2.5,TI3275AAA2425,5,0,159.95,0,0,Main Warehouse,2.5,0,ABJO240016,Open,JUICES & NATURAL BEVERAGES,0,PI28AAA2425,PATANJALI STORE,,67.98,0,2855.11,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,4090000,,0,2719.15,HONEY,20,210,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180022361,43.78,TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),पारंपरिक गेहूं का आटा 10 किग्रा (यूके),TRADITIONAL WHOLE WHEAT ATTA 10 KG(UK),20-12-2024,1,0,26-09-2024,22-08-2024,5,1,350.22,ktm,350.22,FOOD,05-10-2024,PAL AK,PO30AAA2425,Carton,100060,,2.5,TI3275AAA2425,5,0,350.22,0,0,Main Warehouse,2.5,0,PDBKP24019,Open,FLOUR & SUGAR,0,PI28AAA2425,PATANJALI STORE,,43.78,0,1838.66,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,11010000,,0,1751.1,ATTA,5,410,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
73521,102.73,SUPER DISHWASH BAR-225 G B3G1 FREE,सुपर डिशवॉश बार 225 ग्राम (खरीदो 3 पाओ 1 मुफ्त),SUPER DISHWASH BAR-225 G B3G1 FREE,06-08-2027,2,0,26-09-2024,06-08-2024,12,2,47.56,ktm,51.88,NON FOOD,05-10-2024,PAL AK,PO30AAA2425,Carton,100060,,9,TI3275AAA2425,5,0,47.56,0,0,Main Warehouse,9,0,AAXW240047,Open,HOME CARE,0,PI28AAA2425,PATANJALI STORE,,102.73,0,1346.9,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,34011990,,0,1141.44,DISHWASH,24,72,0,KANHA JI DISTRIBUTORS,500875,0,0,0,2.08,4
73505,39.64,SUPER DISHWASH BAR-RS10/- (T.O. FREE 3N),सुपर डिशवॉश बार ₹10/- (ट्रेड ऑफर फ्री 3 नग),SUPER DISHWASH BAR-RS10/- (T.O. FREE 3N),02-08-2027,1,0,26-09-2024,02-08-2024,60,1,7.34,ktm,7.49,NON FOOD,05-10-2024,PAL AK,PO30AAA2425,Carton,100060,,9,TI3275AAA2425,5,0,7.34,0,0,Main Warehouse,9,0,AAXY240161,Open,HOME CARE,0,PI28AAA2425,PATANJALI STORE,,39.64,0,519.67,05AAECK5765H1ZE,-10298287.24,18,0,PAL AK,34011941,,0,440.4,DISHWASH,60,10,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
180002734,33.51,BARLEY DALIA 500 G,जौ का दलिया 500 ग्राम,BARLEY DALIA 500 G,09-02-2025,1,0,26-09-2024,13-08-2024,30,1,44.68,ktm,44.68,FOOD,05-10-2024,PAL AK,PO30AAA2425,Carton,100060,,2.5,TI3275AAA2425,5,0,44.68,0,0,Main Warehouse,2.5,0,PDCU240061,Open,FLOUR & SUGAR,0,PI28AAA2425,PATANJALI STORE,,33.51,0,1407.42,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,11031900,,0,1340.4,DALIA,30,55,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
71011,42.9,BASMATI RICE 5 KG(SILVER) - (NEW),बासमती चावल 5 किग्रा (सिल्वर) (नया),BASMATI RICE 5 KG(SILVER) - (NEW),30-07-2026,1,0,26-09-2024,09-08-2024,4,1,428.95,ktm,428.95,FOOD,05-10-2024,PAL AK,PO30AAA2425,Carton,100060,,2.5,TI3275AAA2425,5,0,428.95,0,0,Main Warehouse,2.5,0,EKE2400008,Open,RICE/PULSES/SPICES,0,PI28AAA2425,PATANJALI STORE,,42.9,0,1801.59,05AAECK5765H1ZE,-10298287.24,5,0,PAL AK,10063020,,0,1715.8,RICE,4,635,0,KANHA JI DISTRIBUTORS,500875,0,0,0,0,0
